order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
299,98,13,2,80,0,160.0
300,98,2,1,1500,0,1500.0
301,98,13,3,80,0,240.0
302,98,14,3,400,0,1200.0
303,99,3,3,1200,0,3600.0
304,99,5,3,1100,0,3300.0
305,100,11,1,200,0,200.0
306,100,1,2,2500,0,5000.0
307,100,4,2,1800,0,3600.0
308,100,1,3,2500,0,7500.0
309,100,12,3,100,0,300.0
310,101,6,1,1300,0,1300.0
311,101,5,3,1100,0,3300.0
312,101,12,1,100,5,95.0
313,101,12,2,100,0,200.0
314,102,11,1,200,0,200.0
315,102,8,3,500,5,1425.0
316,102,1,3,2500,10,6750.0
317,102,4,3,1800,0,5400.0
318,103,13,1,80,5,76.0
319,104,2,3,1500,0,4500.0
320,105,13,3,80,10,216.0
321,105,2,1,1500,0,1500.0
322,105,14,2,400,0,800.0
323,106,9,3,300,0,900.0
324,106,8,2,500,10,900.0
325,106,3,2,1200,0,2400.0
326,106,6,2,1300,0,2600.0
327,107,2,1,1500,0,1500.0
328,107,6,3,1300,0,3900.0
329,107,2,1,1500,0,1500.0
330,108,2,1,1500,0,1500.0
331,108,1,2,2500,0,5000.0
332,108,6,1,1300,0,1300.0
333,109,10,3,150,0,450.0
334,109,10,3,150,0,450.0
335,109,9,1,300,0,300.0
336,110,5,3,1100,0,3300.0
337,110,4,3,1800,0,5400.0
338,110,9,2,300,5,570.0
339,110,13,1,80,5,76.0
340,111,12,3,100,0,300.0
341,111,4,3,1800,10,4860.0
342,111,3,1,1200,10,1080.0
343,111,1,2,2500,0,5000.0
344,112,1,2,2500,0,5000.0
345,112,5,1,1100,5,1045.0
346,113,13,1,80,0,80.0
347,113,6,3,1300,0,3900.0
348,114,13,2,80,0,160.0
349,115,11,2,200,0,400.0
350,116,7,1,600,5,570.0
351,116,5,2,1100,0,2200.0
352,116,10,2,150,0,300.0
353,117,6,3,1300,10,3510.0
354,117,14,1,400,0,400.0
355,118,7,1,600,0,600.0
356,118,4,3,1800,0,5400.0
357,118,4,2,1800,10,3240.0
358,118,13,1,80,0,80.0
359,118,10,2,150,0,300.0
360,119,9,1,300,0,300.0
361,119,12,2,100,5,190.0
362,119,6,1,1300,0,1300.0
363,119,3,2,1200,0,2400.0
364,119,14,3,400,10,1080.0
365,120,10,3,150,0,450.0
366,120,7,1,600,0,600.0
367,120,9,3,300,0,900.0
368,120,9,2,300,0,600.0
369,120,12,2,100,0,200.0
370,121,8,1,500,0,500.0
371,121,2,1,1500,5,1425.0
372,121,5,3,1100,0,3300.0
373,121,1,3,2500,5,7125.0
374,121,10,1,150,0,150.0
375,122,7,2,600,0,1200.0
376,122,10,3,150,0,450.0
377,122,1,1,2500,10,2250.0
378,122,5,3,1100,0,3300.0
379,123,3,1,1200,0,1200.0
380,123,5,2,1100,0,2200.0
381,123,13,2,80,0,160.0
382,123,9,1,300,0,300.0
383,124,8,3,500,0,1500.0
384,124,4,2,1800,0,3600.0
385,124,1,1,2500,0,2500.0
386,125,5,3,1100,0,3300.0
387,126,2,3,1500,5,4275.0
388,126,9,2,300,0,600.0
389,126,1,3,2500,0,7500.0
390,127,3,1,1200,0,1200.0
391,127,5,2,1100,0,2200.0
392,127,9,3,300,0,900.0
393,127,12,2,100,0,200.0
394,128,7,3,600,0,1800.0
395,128,14,3,400,0,1200.0
396,129,14,2,400,0,800.0
397,129,8,3,500,0,1500.0
398,129,14,2,400,5,760.0
399,129,14,2,400,0,800.0
400,130,12,1,100,10,90.0
401,130,1,3,2500,0,7500.0
402,130,5,1,1100,0,1100.0
403,130,11,3,200,0,600.0
404,131,9,2,300,0,600.0
405,131,8,3,500,0,1500.0
406,132,14,2,400,0,800.0
407,132,11,3,200,0,600.0
408,132,7,2,600,0,1200.0
409,132,5,2,1100,0,2200.0
410,133,7,2,600,0,1200.0
411,133,6,1,1300,0,1300.0
412,133,6,3,1300,0,3900.0
413,134,4,2,1800,0,3600.0
414,134,8,2,500,0,1000.0
415,135,8,3,500,5,1425.0
416,135,10,1,150,5,142.5
417,135,13,1,80,0,80.0
418,135,3,3,1200,0,3600.0
419,136,8,2,500,0,1000.0
420,137,2,2,1500,0,3000.0
421,137,12,3,100,0,300.0
422,137,13,2,80,0,160.0
423,138,11,1,200,0,200.0
424,138,7,3,600,10,1620.0
425,139,7,1,600,5,570.0
426,139,6,3,1300,0,3900.0
427,139,5,1,1100,5,1045.0
428,139,6,3,1300,0,3900.0
429,139,13,2,80,0,160.0
430,140,7,2,600,10,1080.0
431,140,13,2,80,0,160.0
432,141,9,2,300,0,600.0
433,141,10,3,150,0,450.0
434,142,13,1,80,0,80.0
435,142,10,1,150,0,150.0
436,142,13,1,80,0,80.0
437,142,5,2,1100,5,2090.0
438,143,7,2,600,0,1200.0
439,143,9,2,300,0,600.0
440,143,3,3,1200,0,3600.0
441,144,10,2,150,0,300.0
442,144,5,1,1100,0,1100.0
443,144,14,3,400,5,1140.0
444,144,14,1,400,5,380.0
445,145,4,3,1800,5,5130.0
446,145,10,2,150,0,300.0
447,145,12,2,100,0,200.0
448,145,12,3,100,0,300.0
449,146,6,3,1300,5,3705.0
450,146,11,1,200,0,200.0
451,146,10,3,150,0,450.0
452,146,3,2,1200,0,2400.0
453,147,6,2,1300,10,2340.0
454,147,1,1,2500,10,2250.0
455,147,11,3,200,0,600.0
456,147,6,1,1300,0,1300.0
457,148,11,3,200,0,600.0
458,148,4,2,1800,0,3600.0
459,148,11,1,200,0,200.0
460,149,11,1,200,5,190.0
461,149,11,3,200,0,600.0
462,149,4,2,1800,0,3600.0
463,149,9,3,300,0,900.0
464,149,5,2,1100,0,2200.0
465,150,3,1,1200,0,1200.0
466,150,14,2,400,10,720.0
467,151,11,3,200,0,600.0
468,151,13,2,80,0,160.0
469,152,7,2,600,0,1200.0
470,152,8,1,500,0,500.0
471,152,6,2,1300,0,2600.0
472,152,6,1,1300,0,1300.0
473,152,8,2,500,0,1000.0
474,153,13,3,80,0,240.0
475,153,3,3,1200,5,3420.0
476,153,7,1,600,0,600.0
477,154,12,2,100,5,190.0
478,154,8,2,500,0,1000.0
479,154,7,1,600,0,600.0
480,154,2,2,1500,0,3000.0
481,155,10,1,150,0,150.0
482,155,7,2,600,0,1200.0
483,155,12,2,100,5,190.0
484,155,12,2,100,5,190.0
485,156,1,3,2500,0,7500.0
486,156,10,1,150,0,150.0
487,156,13,2,80,0,160.0
488,156,9,3,300,0,900.0
489,156,7,1,600,0,600.0
490,157,9,3,300,0,900.0
491,157,14,1,400,10,360.0
492,157,10,1,150,0,150.0
493,157,10,1,150,0,150.0
494,158,9,2,300,0,600.0
495,158,2,1,1500,5,1425.0
496,158,7,1,600,0,600.0
497,158,10,3,150,0,450.0
498,159,10,1,150,5,142.5
499,159,5,2,1100,0,2200.0
500,160,5,2,1100,0,2200.0
501,160,5,2,1100,0,2200.0
502,160,4,1,1800,0,1800.0
503,160,1,2,2500,0,5000.0
504,161,12,2,100,5,190.0
505,161,11,3,200,0,600.0
506,161,11,3,200,5,570.0
507,162,5,2,1100,10,1980.0
508,162,12,2,100,0,200.0
509,163,11,1,200,0,200.0
510,163,7,1,600,0,600.0
511,163,11,2,200,0,400.0
512,164,8,3,500,0,1500.0
513,164,14,3,400,0,1200.0
514,164,1,3,2500,0,7500.0
515,165,14,2,400,0,800.0
516,165,14,3,400,0,1200.0
517,165,12,3,100,0,300.0
518,165,5,1,1100,0,1100.0
519,166,3,3,1200,0,3600.0
520,166,7,1,600,10,540.0
521,166,13,1,80,5,76.0
522,166,13,3,80,0,240.0
523,167,3,3,1200,0,3600.0
524,167,4,2,1800,0,3600.0
525,167,5,2,1100,0,2200.0
526,167,4,1,1800,0,1800.0
527,167,12,3,100,0,300.0
528,168,12,2,100,0,200.0
529,169,4,2,1800,0,3600.0
530,169,14,2,400,0,800.0
531,169,10,1,150,0,150.0
532,169,9,2,300,0,600.0
533,169,4,1,1800,5,1710.0
534,170,14,1,400,0,400.0
535,170,10,2,150,0,300.0
536,170,2,2,1500,0,3000.0
537,170,2,2,1500,0,3000.0
538,171,14,3,400,0,1200.0
539,171,14,1,400,0,400.0
540,172,13,1,80,0,80.0
541,172,2,2,1500,0,3000.0
542,173,10,2,150,0,300.0
543,173,10,3,150,0,450.0
544,173,5,3,1100,0,3300.0
545,173,8,3,500,0,1500.0
546,174,1,2,2500,5,4750.0
547,174,5,1,1100,5,1045.0
548,175,2,1,1500,0,1500.0
549,175,1,3,2500,0,7500.0
550,175,5,1,1100,0,1100.0
551,175,8,3,500,0,1500.0
552,175,3,1,1200,5,1140.0
553,176,4,3,1800,0,5400.0
554,176,12,1,100,0,100.0
555,177,3,2,1200,5,2280.0
556,177,3,1,1200,0,1200.0
557,177,3,3,1200,10,3240.0
558,178,10,1,150,0,150.0
559,178,3,1,1200,0,1200.0
560,179,8,2,500,0,1000.0
561,180,3,2,1200,0,2400.0
562,180,14,3,400,0,1200.0
563,181,9,1,300,0,300.0
564,181,9,2,300,0,600.0
565,181,12,2,100,0,200.0
566,181,14,1,400,0,400.0
567,181,1,2,2500,0,5000.0
568,182,12,3,100,0,300.0
569,182,14,2,400,10,720.0
570,183,11,2,200,0,400.0
571,183,4,1,1800,0,1800.0
572,183,1,3,2500,0,7500.0
573,184,10,3,150,0,450.0
574,184,9,1,300,0,300.0
575,184,12,1,100,5,95.0
576,184,12,1,100,0,100.0
577,185,8,1,500,0,500.0
578,185,1,2,2500,0,5000.0
579,185,1,3,2500,0,7500.0
580,185,4,2,1800,0,3600.0
581,186,12,1,100,0,100.0
582,186,14,2,400,0,800.0
583,186,11,3,200,0,600.0
584,187,3,2,1200,0,2400.0
585,188,7,1,600,5,570.0
586,188,6,3,1300,0,3900.0
587,188,1,3,2500,0,7500.0
588,189,7,3,600,5,1710.0
589,189,5,3,1100,0,3300.0
590,189,14,3,400,0,1200.0
591,189,9,1,300,0,300.0
592,189,7,1,600,0,600.0
593,190,13,1,80,10,72.0
594,190,11,3,200,0,600.0
595,190,14,2,400,0,800.0
596,191,10,1,150,0,150.0
597,191,8,2,500,0,1000.0
598,191,12,3,100,0,300.0
599,191,14,1,400,0,400.0
600,192,7,2,600,0,1200.0
601,192,6,2,1300,0,2600.0
602,192,10,2,150,5,285.0
603,192,4,2,1800,5,3420.0
604,193,13,1,80,5,76.0
605,193,11,3,200,0,600.0
606,193,9,2,300,0,600.0
607,193,1,2,2500,10,4500.0
608,193,13,3,80,0,240.0
609,194,5,1,1100,0,1100.0
610,194,5,1,1100,0,1100.0
611,194,6,2,1300,5,2470.0
612,195,4,2,1800,0,3600.0
613,195,6,3,1300,0,3900.0
614,195,1,3,2500,0,7500.0
615,195,8,1,500,5,475.0
616,196,9,2,300,0,600.0
617,197,12,3,100,0,300.0
618,197,14,1,400,0,400.0
619,197,12,3,100,0,300.0
620,198,13,1,80,0,80.0
621,198,11,2,200,0,400.0
622,198,2,1,1500,0,1500.0
623,198,2,2,1500,5,2850.0
624,199,5,3,1100,0,3300.0
625,199,7,1,600,0,600.0
626,200,4,3,1800,0,5400.0
627,200,10,3,150,0,450.0
628,200,11,1,200,0,200.0
629,200,14,2,400,0,800.0
630,201,4,2,1800,0,3600.0
631,201,11,1,200,0,200.0
632,201,5,2,1100,0,2200.0
633,201,3,3,1200,0,3600.0
634,202,13,1,80,0,80.0
635,202,2,1,1500,0,1500.0
636,203,5,1,1100,0,1100.0
637,203,8,1,500,0,500.0
638,204,13,2,80,0,160.0
639,204,13,1,80,0,80.0
640,204,9,1,300,0,300.0
641,204,3,1,1200,10,1080.0
642,204,2,3,1500,0,4500.0
643,205,2,2,1500,0,3000.0
644,205,6,1,1300,0,1300.0
645,205,12,1,100,0,100.0
646,205,4,2,1800,0,3600.0
647,206,2,3,1500,0,4500.0
648,207,11,3,200,0,600.0
649,207,4,1,1800,10,1620.0
650,207,10,3,150,0,450.0
651,207,1,2,2500,5,4750.0
652,207,1,3,2500,5,7125.0
653,208,9,2,300,0,600.0
654,209,11,2,200,0,400.0
655,209,8,1,500,0,500.0
656,209,6,2,1300,5,2470.0
657,209,14,1,400,0,400.0
658,210,11,2,200,0,400.0
659,210,3,2,1200,0,2400.0
660,210,12,3,100,0,300.0
661,211,13,2,80,5,152.0
662,211,14,3,400,0,1200.0
663,211,7,1,600,0,600.0
664,211,2,2,1500,0,3000.0
665,212,11,2,200,0,400.0
666,212,8,3,500,0,1500.0
667,213,3,2,1200,0,2400.0
668,213,3,1,1200,0,1200.0
669,213,11,3,200,0,600.0
670,214,7,2,600,0,1200.0
671,214,13,2,80,0,160.0
672,215,12,3,100,0,300.0
673,215,5,2,1100,0,2200.0
674,215,2,1,1500,0,1500.0
675,215,10,3,150,0,450.0
676,216,5,2,1100,0,2200.0
677,216,4,2,1800,0,3600.0
678,217,9,2,300,0,600.0
679,217,4,2,1800,0,3600.0
680,217,8,3,500,0,1500.0
681,217,5,2,1100,0,2200.0
682,217,14,2,400,0,800.0
683,218,5,3,1100,0,3300.0
684,218,3,1,1200,0,1200.0
685,219,5,2,1100,5,2090.0
686,219,8,2,500,0,1000.0
687,219,5,1,1100,0,1100.0
688,219,5,1,1100,5,1045.0
689,220,3,1,1200,0,1200.0
690,220,7,1,600,0,600.0
691,221,3,3,1200,0,3600.0
692,221,14,3,400,0,1200.0
693,221,8,2,500,0,1000.0
694,221,5,1,1100,10,990.0
695,221,9,2,300,0,600.0
696,222,4,1,1800,0,1800.0
697,222,10,3,150,0,450.0
698,222,8,1,500,0,500.0
699,223,12,3,100,0,300.0
700,224,11,3,200,0,600.0
701,224,11,1,200,0,200.0
702,224,2,1,1500,0,1500.0
703,224,4,3,1800,0,5400.0
704,225,14,1,400,0,400.0
705,225,2,2,1500,0,3000.0
706,226,5,1,1100,0,1100.0
707,226,9,1,300,0,300.0
708,226,4,3,1800,0,5400.0
709,226,1,2,2500,5,4750.0
710,226,4,1,1800,0,1800.0
711,227,7,3,600,5,1710.0
712,227,7,1,600,0,600.0
713,228,11,1,200,5,190.0
714,229,12,2,100,0,200.0
715,229,2,3,1500,0,4500.0
716,229,14,2,400,0,800.0
717,230,7,3,600,0,1800.0
718,230,1,3,2500,0,7500.0
719,231,6,2,1300,0,2600.0
720,231,11,2,200,5,380.0
721,231,6,2,1300,0,2600.0
722,232,9,1,300,0,300.0
723,232,13,3,80,0,240.0
724,233,14,1,400,0,400.0
725,233,4,3,1800,0,5400.0
726,234,8,3,500,5,1425.0
727,234,6,1,1300,0,1300.0
728,235,2,2,1500,0,3000.0
729,236,12,3,100,0,300.0
730,236,7,3,600,0,1800.0
731,236,3,2,1200,0,2400.0
732,236,5,2,1100,0,2200.0
733,236,9,2,300,5,570.0
734,237,1,3,2500,0,7500.0
735,237,7,1,600,0,600.0
736,237,14,1,400,0,400.0
737,237,14,1,400,0,400.0
738,238,10,3,150,0,450.0
739,238,12,3,100,5,285.0
740,238,13,1,80,10,72.0
741,239,14,3,400,0,1200.0
742,239,3,3,1200,5,3420.0
743,239,7,3,600,0,1800.0
744,240,14,1,400,0,400.0
745,240,8,1,500,0,500.0
746,240,5,2,1100,10,1980.0
747,241,2,3,1500,0,4500.0
748,241,8,3,500,5,1425.0
749,241,9,2,300,0,600.0
750,242,12,3,100,0,300.0
751,243,2,1,1500,0,1500.0
752,243,12,1,100,0,100.0
753,243,5,3,1100,5,3135.0
754,243,11,2,200,0,400.0
755,244,6,2,1300,5,2470.0
756,244,6,2,1300,0,2600.0
757,244,10,2,150,0,300.0
758,245,10,3,150,0,450.0
759,245,8,1,500,0,500.0
760,245,9,2,300,0,600.0
761,245,1,1,2500,0,2500.0
762,246,3,2,1200,0,2400.0
763,247,3,2,1200,0,2400.0
764,247,5,3,1100,10,2970.0
765,247,1,2,2500,0,5000.0
766,247,8,1,500,0,500.0
767,248,9,2,300,0,600.0
768,248,9,1,300,0,300.0
769,248,9,2,300,0,600.0
770,248,11,1,200,0,200.0
771,248,8,1,500,0,500.0
772,249,1,2,2500,0,5000.0
773,249,8,2,500,0,1000.0
774,249,2,3,1500,0,4500.0
775,250,13,2,80,0,160.0
776,250,7,3,600,0,1800.0
777,250,14,3,400,0,1200.0
778,250,6,1,1300,0,1300.0
779,250,9,2,300,0,600.0
780,251,9,2,300,0,600.0
781,251,8,2,500,0,1000.0
782,251,3,2,1200,0,2400.0
783,251,11,3,200,0,600.0
784,252,9,3,300,0,900.0
785,252,8,2,500,0,1000.0
786,252,13,1,80,0,80.0
787,252,10,3,150,0,450.0
788,252,8,3,500,5,1425.0
789,253,5,3,1100,10,2970.0
790,253,4,2,1800,0,3600.0
791,253,14,3,400,0,1200.0
792,253,9,1,300,0,300.0
793,254,9,1,300,0,300.0
794,254,14,2,400,0,800.0
795,254,5,3,1100,0,3300.0
796,255,7,1,600,0,600.0
797,255,14,1,400,0,400.0
798,256,12,3,100,0,300.0
799,256,13,1,80,0,80.0
800,257,14,3,400,0,1200.0
801,257,11,1,200,0,200.0
802,257,7,1,600,0,600.0
803,258,6,1,1300,0,1300.0
804,258,5,1,1100,0,1100.0
805,258,2,3,1500,0,4500.0
806,259,3,1,1200,0,1200.0
807,259,13,3,80,0,240.0
808,259,13,2,80,0,160.0
809,260,2,3,1500,0,4500.0
810,260,7,2,600,0,1200.0
811,260,11,1,200,0,200.0
812,260,11,1,200,0,200.0
813,260,3,3,1200,0,3600.0
814,261,13,3,80,0,240.0
815,261,8,3,500,0,1500.0
816,262,12,2,100,10,180.0
817,262,8,3,500,0,1500.0
818,262,3,1,1200,0,1200.0
819,262,14,2,400,10,720.0
820,262,1,1,2500,5,2375.0
821,263,2,2,1500,0,3000.0
822,263,4,3,1800,0,5400.0
